EmailAddress,SubscriberKey,FirstName,LastName,Country,OptInDate,OptInSource,Interest,myNTOLevel,myNTOBalance,Gender,Birthday,StoreId,Newsletter,Promotion,Customer,PreferredName
qjordan@hotmail.com,5a396425-c856-41cd-91d7-a8c50af7adf1,Heather,Howard,USA,2/13/2025 12:00:00 AM,Social Media,Soccer,Bronze,9604,Female,5/5/1995 12:00:00 AM,241,False,True,False,
anthonylloyd@miller-green.net,db6e5532-ca24-4b58-b488-5c6a0921d547,Amanda,Flores,Japan,4/12/2024 12:00:00 AM,Referral,Golf,Gold,2825,Female,11/11/1980 12:00:00 AM,242,False,True,True,
garciavictoria@hotmail.com,4c8b0cd2-d926-41f5-ab6e-6dff62e2267b,Dennis,Franklin,Germany,3/15/2025 12:00:00 AM,Mobile App,Golf,Silver,2258,Male,9/5/1968 12:00:00 AM,243,True,True,True,
syu@gmail.com,9e432e52-d9b0-4f94-b12c-46a91f35ee87,Natalie,Robinson,Brazil,4/24/2020 12:00:00 AM,Website,Baseball,Silver,7971,Male,6/17/1946 12:00:00 AM,244,True,True,True,
vnorman@hall.org,e4ff9ede-b7b1-4162-b072-8a7227694ea9,Benjamin,Hansen,South Africa,3/24/2021 12:00:00 AM,Website,Cricket,Gold,6540,Female,1/26/1979 12:00:00 AM,245,False,False,False,
sarahjones@hotmail.com,e7f987c7-3a5e-4d38-a3ec-4fdb03b45f76,Larry,Rivera,Canada,2/21/2025 12:00:00 AM,In-Store,Cricket,Gold,4625,Female,7/8/1956 12:00:00 AM,246,True,True,True,
suttonjustin@robinson.info,ceba852a-cb34-49b0-ba28-9387df60900b,Donna,Smith,UK,5/18/2024 12:00:00 AM,Referral,Running,Silver,2226,Non-Binary,2/18/1973 12:00:00 AM,247,False,False,True,
michael20@kramer.com,7114afe3-4785-422b-8db8-796278225828,Dana,Mccullough,USA,5/25/2023 12:00:00 AM,Website,Cricket,Platinum,6377,Male,4/8/1997 12:00:00 AM,248,False,False,True,
paulvanessa@hotmail.com,0439575b-b6ee-416a-875e-032008c4e5ba,Kelli,Clark,South Africa,2/8/2022 12:00:00 AM,Website,Soccer,Bronze,400,Non-Binary,4/21/1950 12:00:00 AM,249,False,True,True,
craig87@yahoo.com,0ce64996-c318-4cd8-b347-b5cd93e6379d,Morgan,Evans,Brazil,1/21/2023 12:00:00 AM,Social Media,Golf,Platinum,1202,Male,12/22/1966 12:00:00 AM,250,False,True,False,
johnsonjoshua@hotmail.com,a9bc0182-3d0f-4760-9e32-9690bbd00603,Stephanie,Hogan,Japan,11/7/2021 12:00:00 AM,Social Media,Gymnastics,Platinum,1469,Male,12/1/1951 12:00:00 AM,251,False,False,True,
tsmith@gmail.com,5283b049-ac33-438b-8d38-1a7163d3250d,Kristine,Franco,Brazil,8/10/2021 12:00:00 AM,Website,Cricket,Platinum,797,Female,10/31/1951 12:00:00 AM,252,True,False,True,
david30@hotmail.com,c0a52ac1-9ae9-40aa-a3e1-8370e50bbd7a,Carol,Berger,India,11/14/2023 12:00:00 AM,Mobile App,Basketball,Gold,403,Female,1/3/1982 12:00:00 AM,253,False,True,False,
tammy28@gmail.com,6ca5e79c-0e89-421b-97d2-63bcfeade14f,Thomas,Haley,USA,6/16/2022 12:00:00 AM,In-Store,Swimming,Silver,7850,Male,2/5/1963 12:00:00 AM,254,True,True,False,
kurtwest@yahoo.com,abc20f31-be0a-4ff9-8e3f-e2ad453b9681,Victoria,Williams,Australia,5/15/2020 12:00:00 AM,Social Media,Golf,Platinum,3393,Male,7/6/1985 12:00:00 AM,255,False,False,True,
jacksonchristopher@gmail.com,f86b5f3d-7b24-4dd2-97e1-c8aa5fd7bf18,Jennifer,Jackson,Germany,7/8/2021 12:00:00 AM,Mobile App,Soccer,Platinum,8253,Male,10/16/1946 12:00:00 AM,256,False,True,True,
glopez@hotmail.com,74250321-0930-4ffe-b46f-921c9c75817d,Stephen,Cuevas,USA,4/3/2020 12:00:00 AM,Referral,Basketball,Silver,9348,Female,12/13/1994 12:00:00 AM,257,False,True,True,
coreytorres@leon-hayes.biz,586dc747-4a22-4076-ad9c-2dc5e69c835e,Michael,Richards,South Africa,5/28/2021 12:00:00 AM,Referral,Basketball,Gold,7180,Female,1/30/1972 12:00:00 AM,258,True,True,True,
rogersrobert@bullock.com,b22e83ab-2c46-4117-923b-b1880887517f,Samantha,Stein,UK,5/2/2023 12:00:00 AM,Referral, ,Gold,6526,Non-Binary,11/8/1987 12:00:00 AM,259,True,True,False,
udennis@bennett.biz,f1fbd952-2d79-485b-8337-8e71f56d9683,Bradley,Ross,UK,12/30/2022 12:00:00 AM,Referral,Baseball,Gold,6475,Non-Binary,3/15/1994 12:00:00 AM,260,False,True,True,
jacksonryan@waller-goodwin.info,410ba612-d2bb-46a7-adfd-ae13abf6ff27,Mary,Dyer,Japan,4/17/2020 12:00:00 AM,Social Media,Tennis,Silver,1115,Female,8/25/1976 12:00:00 AM,261,True,True,True,
joshuagriffin@mcdonald-rhodes.org,9dc94328-18e5-4d55-9d71-5bb1873f6db4,Matthew,Allen,Germany,10/4/2022 12:00:00 AM,Social Media,Cricket,Gold,6964,Non-Binary,12/14/1961 12:00:00 AM,262,True,False,True,
rodriguezvirginia@hamilton.com,59ce37bc-f85d-4df6-8707-ea5a44256485,Jessica,Wells,France,11/2/2021 12:00:00 AM,In-Store,Basketball,Platinum,9781,Male,5/25/1983 12:00:00 AM,263,True,True,True,
qthomas@wilkins.biz,ea7b177f-45b2-4a54-abb2-e196c3904f26,James,Harding,France,12/27/2023 12:00:00 AM,Referral,Cycling,Silver,6364,Non-Binary,12/3/1996 12:00:00 AM,264,True,True,False,
bjohnson@velasquez.org,75a003ad-e873-4754-9a22-9755a7c76b07,Adam,Conley,Canada,7/10/2024 12:00:00 AM,Mobile App,Soccer,Silver,6047,Non-Binary,3/31/1999 12:00:00 AM,265,True,True,False,
fchavez@hotmail.com,7610db54-10ad-491c-a76a-c2fcf2b06120,Sharon,Watson,Brazil,9/22/2020 12:00:00 AM,In-Store,Basketball,Gold,9064,Female,10/29/1985 12:00:00 AM,266,False,False,False,
tiffanyclark@yahoo.com,d6baa224-26ad-439e-95a8-e72344426515,Rebekah,Lopez,France,4/28/2023 12:00:00 AM,Social Media,Basketball,Bronze,7174,Male,1/10/1972 12:00:00 AM,267,True,False,False,
erica16@gmail.com,ad9370c0-a8df-40fa-aa5c-201c1b4df5bf,Daniel,Thomas,UK,8/27/2022 12:00:00 AM,Social Media,Cycling,Platinum,2688,Male,6/2/2001 12:00:00 AM,268,True,False,False,
carrillostephanie@andrews-chapman.com,9ae463c0-7eb1-4145-97eb-f69f66534548,Todd,Mitchell,UK,3/24/2021 12:00:00 AM,Referral,Tennis,Platinum,7220,Non-Binary,7/1/1985 12:00:00 AM,269,False,True,False,
westes@anderson-lyons.biz,0db06920-18fa-4ed1-952e-4a3bf06a15ff,Travis,Garcia,Japan,8/30/2020 12:00:00 AM,Social Media,Golf,Silver,3374,Male,6/2/1952 12:00:00 AM,270,False,False,False,
millerdavid@gmail.com,df77f7e2-8929-4173-8bc7-88ac0d8a879b,Christine,Jordan,Germany,7/17/2023 12:00:00 AM,Website, ,Bronze,9950,Non-Binary,5/11/1969 12:00:00 AM,271,False,True,True,
aguilarandrea@yahoo.com,42d6af09-cde8-4dfe-92e5-73b1f953d51a,Patricia,Arroyo,Germany,11/12/2023 12:00:00 AM,Referral,Cycling,Gold,4822,Non-Binary,12/27/1991 12:00:00 AM,272,True,False,False,
simpsoncheryl@hotmail.com,de86cb4f-a76d-4239-813a-ba0478b5d71c,Thomas,Lewis,France,12/3/2020 12:00:00 AM,Referral,Cycling,Bronze,965,Male,6/16/1965 12:00:00 AM,273,False,True,False,
llopez@hotmail.com,bd29b3e8-4a18-4cf2-b005-9452a5c741a2,Ryan,Perez,France,7/28/2022 12:00:00 AM,Mobile App,Cycling,Platinum,9958,Male,6/7/2002 12:00:00 AM,274,True,True,True,
kayla96@hotmail.com,7c4b7923-4019-49cb-9f23-d3e6c06bf9ea,Amanda,Hart,Brazil,12/5/2020 12:00:00 AM,Website,Tennis,Silver,6292,Non-Binary,8/18/1974 12:00:00 AM,275,True,True,False,
judith39@gmail.com,8175a67f-f440-4858-8309-a4ecbd8b6a80,Anthony,Torres,Brazil,1/23/2025 12:00:00 AM,Social Media,Baseball,Platinum,4397,Non-Binary,12/26/2004 12:00:00 AM,276,True,True,True,
scottcraig@hotmail.com,e6b6ae9e-ad9e-419f-8fb1-154237d56ec3,Melanie,Phillips,Brazil,5/23/2020 12:00:00 AM,In-Store,Gymnastics,Bronze,4316,Male,8/12/1985 12:00:00 AM,277,True,False,True,
cmartinez@sullivan.com,4cdc6c50-75e4-4691-a970-62f84f214d7a,Thomas,Thomas,USA,3/3/2024 12:00:00 AM,Referral,Cricket,Platinum,4203,Female,12/5/1944 12:00:00 AM,278,True,True,True,
lanescott@hotmail.com,2fe26277-55fc-4961-99f9-9970d26f65e5,Shirley,Adams,Japan,4/27/2021 12:00:00 AM,Website,Cycling,Bronze,5389,Male,9/2/1974 12:00:00 AM,279,False,False,True,
matthewmoreno@robinson.net,9aa80624-9bbd-42b7-9113-6993d5f1be8c,Todd,Brown,USA,7/24/2023 12:00:00 AM,Website,Running,Platinum,4570,Non-Binary,7/21/1979 12:00:00 AM,280,True,False,False,
ffloyd@yahoo.com,133688e7-9adb-4cd3-914d-80302a30bf24,Melanie,Stephens,Australia,12/31/2022 12:00:00 AM,Website,Soccer,Bronze,2890,Male,6/8/1944 12:00:00 AM,281,False,True,False,
brooke69@yahoo.com,22593a24-737f-4118-a399-0eb43c74fa56,Jeanne,Pena,Brazil,12/25/2022 12:00:00 AM,Mobile App,Gymnastics,Silver,5420,Non-Binary,2/6/1948 12:00:00 AM,282,True,True,True,
jennalopez@rodriguez.net,d7ea01a8-e91a-460b-8ef5-3280bdb8c419,Zachary,Thomas,Germany,5/4/2020 12:00:00 AM,Mobile App,Cycling,Platinum,3333,Non-Binary,5/20/1988 12:00:00 AM,283,False,False,False,
ashlee09@yahoo.com,8b8156d2-db6a-4694-a582-313a5a700b15,Jeffrey,Armstrong,Brazil,3/26/2020 12:00:00 AM,In-Store,Baseball,Platinum,8786,Non-Binary,11/1/2003 12:00:00 AM,284,False,False,True,
jennifer60@gmail.com,f5824816-8eb0-4948-b30c-9e7d25ed5c87,Heather,Oconnell,Canada,3/1/2023 12:00:00 AM,Mobile App,Basketball,Bronze,8224,Male,10/25/2006 12:00:00 AM,285,True,True,False,
gsalas@yahoo.com,d4cd3208-a1cb-4d54-972e-087e2962b3ca,Brian,Brennan,France,3/24/2021 12:00:00 AM,Website,Cycling,Gold,6685,Male,3/28/1985 12:00:00 AM,286,False,True,False,
jonesjuan@hotmail.com,7189526b-1ab5-43ab-8540-017fb82825df,Nicole,Harvey,UK,11/12/2021 12:00:00 AM,Social Media,Gymnastics,Gold,7401,Female,4/29/1969 12:00:00 AM,287,False,False,True,
dmiranda@hotmail.com,aa1c2451-ee46-478b-b2fc-942dcb2fd8f1,James,Anderson,Canada,2/9/2022 12:00:00 AM,Mobile App,Golf,Gold,1473,Male,10/14/1992 12:00:00 AM,288,False,True,False,
olsentodd@gmail.com,99ef1225-fbd4-4cd0-b8f5-57c4b593f270,Veronica,Walls,UK,9/20/2021 12:00:00 AM,Referral,Swimming,Bronze,7379,Non-Binary,3/19/1977 12:00:00 AM,289,False,True,False,
dbrown@singleton.com,92351817-6119-4c59-abe7-efd14e05770d,Judy,Walker,UK,6/19/2022 12:00:00 AM,Website,Cycling,Silver,8508,Male,2/28/1946 12:00:00 AM,290,False,True,False,
andrew34@gmail.com,78a6eb24-31a5-43c7-bd68-ca50115bd7f8,Mary,Thompson,Germany,12/2/2021 12:00:00 AM,In-Store,Basketball,Platinum,2517,Non-Binary,10/23/1954 12:00:00 AM,291,True,True,True,
ubenson@miller.com,2a42549b-b4fc-4da5-b0fa-edd2732d25a6,Ashley,Delgado,UK,8/19/2023 12:00:00 AM,Website,Gymnastics,Silver,1129,Non-Binary,9/7/1963 12:00:00 AM,292,False,True,False,
cruzamber@hotmail.com,ed43f537-c8fb-4605-9a14-5826eed8f135,Leonard,Cannon,Australia,9/8/2023 12:00:00 AM,Referral,Tennis,Gold,9865,Female,2/20/1989 12:00:00 AM,293,False,True,True,
gbrandt@russell.com,ebd25cb0-83a9-4e00-ab4f-afe0dfe2e509,James,Howell,UK,4/29/2024 12:00:00 AM,Mobile App,Basketball,Gold,9086,Male,5/23/1963 12:00:00 AM,294,False,False,True,
gonzalezsarah@mejia-guzman.com,6bf8b879-61a3-40b7-a640-571d7089b1fb,Edward,Sanchez,France,10/28/2024 12:00:00 AM,Social Media,Tennis,Platinum,6506,Male,5/6/1950 12:00:00 AM,295,True,True,False,
qcarter@cummings-bowman.com,9357fd81-0692-45d6-ac5e-e1bad7f889a8,Sergio,Riley,USA,11/25/2021 12:00:00 AM,Referral,Running,Bronze,6487,Non-Binary,6/17/1980 12:00:00 AM,296,True,True,False,
prestonsmith@jones.com,22311db7-b84a-463f-921e-78f0bce572bc,Lauren,Mckinney,Australia,4/5/2021 12:00:00 AM,In-Store,Baseball,Platinum,8468,Female,7/14/1980 12:00:00 AM,297,True,True,True,
melissamoreno@hotmail.com,868ccdfc-9623-48d0-bb32-3646c1e1225f,Brandon,Perry,Japan,5/14/2024 12:00:00 AM,Website,Tennis,Gold,3240,Non-Binary,3/12/2004 12:00:00 AM,298,True,False,True,
harrisontina@gmail.com,9125b162-9179-4db7-bd42-238461631c13,Cody,Massey,South Africa,6/15/2020 12:00:00 AM,Website,Basketball,Bronze,1178,Non-Binary,8/4/1968 12:00:00 AM,299,False,False,True,
berryhaley@gmail.com,a84a3560-cdbe-4dab-a0ed-f42c30199634,Melissa,Cochran,Canada,8/28/2024 12:00:00 AM,Referral,Gymnastics,Gold,1428,Non-Binary,4/15/1991 12:00:00 AM,300,True,False,False,
pwade@moses.info,ae979aeb-e83a-4ebe-804a-1ee92b18845c,Daniel,Trujillo,Brazil,2/12/2021 12:00:00 AM,Social Media,Running,Bronze,152,Female,12/15/1982 12:00:00 AM,301,False,True,True,
ryan26@powell-schaefer.com,09ad84bc-f51d-40c8-b5a8-3b5c6909a0ee,Emma,Cummings,Canada,7/24/2021 12:00:00 AM,Referral,Basketball,Silver,4901,Male,1/27/1970 12:00:00 AM,302,True,False,True,
bryantbarbara@charles.net,1c7f4b74-cc2c-4cbb-97b8-fb90071b1cfc,Jessica,Salinas,Japan,12/2/2024 12:00:00 AM,In-Store,Swimming,Bronze,2692,Non-Binary,2/7/1949 12:00:00 AM,303,True,True,False,
irobinson@hotmail.com,507f09a1-8ae9-438c-93bb-54fab40adb4e,Brett,Mccarty,Japan,10/9/2022 12:00:00 AM,Website,Gymnastics,Gold,6314,Male,7/27/1991 12:00:00 AM,304,True,False,False,
taylor59@yahoo.com,2baeadde-6801-4705-a835-39b72c805d7e,Matthew,Howell,USA,1/22/2025 12:00:00 AM,In-Store,Baseball,Silver,5930,Non-Binary,9/12/1950 12:00:00 AM,305,True,True,False,
tylerdiaz@taylor-sanchez.com,f2e50cec-979f-46db-aed2-341f6b0878c5,Monica,Davila,Canada,12/17/2020 12:00:00 AM,Mobile App,Tennis,Silver,7859,Female,9/27/1970 12:00:00 AM,306,False,True,True,
grossgeorge@hotmail.com,dd8a86c6-da8b-498e-b1f7-900b14d1043d,Fred,Coleman,Japan,6/23/2020 12:00:00 AM,Referral,Basketball,Platinum,9034,Male,12/6/2000 12:00:00 AM,307,True,True,True,
brianhoward@gmail.com,eb008a2b-450e-4a08-895c-c3fff999249e,Joel,Walker,France,1/8/2022 12:00:00 AM,Social Media,Gymnastics,Gold,6026,Non-Binary,11/9/1965 12:00:00 AM,308,False,True,False,
reginaweiss@evans.com,ef268680-b498-414a-ab63-bdcf481c7f86,Andrea,Lee,UK,12/7/2023 12:00:00 AM,Mobile App,Running,Bronze,8854,Male,11/7/1957 12:00:00 AM,309,False,False,False,
carolsanchez@watson.com,816480c8-98ab-405f-b6d4-73efd170e130,Andrew,Thomas,South Africa,8/26/2020 12:00:00 AM,Mobile App,Cycling,Silver,3815,Non-Binary,5/15/1996 12:00:00 AM,310,True,True,True,
maria73@moon.com,4163ced1-b8f3-4be7-8d5a-20a664960218,Robert,Summers,India,6/14/2022 12:00:00 AM,Social Media,Swimming,Silver,1584,Male,3/21/1959 12:00:00 AM,311,False,False,False,
kathythompson@david.biz,5ae5bffc-9be0-4346-8f34-add4522dbcb4,Cynthia,Robbins,UK,1/1/2024 12:00:00 AM,Mobile App,Tennis,Silver,6369,Female,8/21/1969 12:00:00 AM,312,False,False,False,
tinasexton@holden-obrien.biz,23355e17-bea3-451b-9f5e-fa1044be58af,Richard,Jarvis,UK,11/22/2024 12:00:00 AM,Social Media,Cricket,Silver,5186,Male,12/29/1988 12:00:00 AM,313,False,True,True,
lori20@yahoo.com,91b40f9a-ff54-453c-9a18-15550b6ad5c1,Courtney,Santana,South Africa,2/17/2025 12:00:00 AM,Mobile App,Basketball,Silver,7223,Female,2/22/1970 12:00:00 AM,314,False,True,True,
robinsonmartha@armstrong.com,6120aa87-ea14-43eb-9843-6ad8e20a3024,Carl,Howe,Australia,12/25/2023 12:00:00 AM,Social Media,Cycling,Silver,6552,Non-Binary,5/24/1989 12:00:00 AM,315,False,False,False,
wallvicki@hotmail.com,cbb5edbd-603c-496a-8751-d7909b78dbfb,Gabriel,Patterson,Japan,8/24/2022 12:00:00 AM,Social Media,Gymnastics,Silver,7099,Male,2/10/2003 12:00:00 AM,316,False,False,False,
jilltorres@gonzalez-thomas.com,14f7c41e-cd44-49d4-a8a6-14ded40a7ac9,Steven,Schneider,South Africa,4/4/2022 12:00:00 AM,Mobile App,Swimming,Platinum,1330,Non-Binary,6/9/2003 12:00:00 AM,317,True,True,True,
david84@moses.com,463f2635-ecde-4631-9e2b-078822fd7b43,Daisy,Bruce,Canada,11/5/2020 12:00:00 AM,Website,Swimming,Silver,5570,Male,8/31/2003 12:00:00 AM,318,True,True,True,
monicalewis@gmail.com,062d24f6-a239-4331-951f-d4b4ae19caaf,Michael,Espinoza,France,2/16/2024 12:00:00 AM,Website,Gymnastics,Gold,1366,Non-Binary,1/9/1980 12:00:00 AM,319,True,False,True,
timothy74@gmail.com,88bd7910-c358-4787-a0ff-e7d75729401b,Phillip,Johnson,Japan,11/28/2021 12:00:00 AM,Referral,Golf,Platinum,8985,Non-Binary,2/23/1988 12:00:00 AM,320,False,True,True,
garciamichael@yahoo.com,75cc4134-a51a-4ee0-a835-1f88226f56f6,James,Vaughn,Brazil,3/11/2021 12:00:00 AM,Website,Golf,Gold,467,Male,4/25/1956 12:00:00 AM,321,False,True,False,
josephwebster@yahoo.com,2e50ea35-9a89-42a6-b8ba-998c50ca3c57,Chelsea,Smith,Brazil,4/28/2021 12:00:00 AM,Social Media,Baseball,Bronze,6479,Male,10/30/1955 12:00:00 AM,322,False,True,True,
ecoleman@delgado.net,904716a8-e6ae-4f40-9a76-0facad3ea8a0,Matthew,Maxwell,South Africa,12/8/2024 12:00:00 AM,Social Media,Gymnastics,Bronze,229,Male,2/23/1989 12:00:00 AM,323,True,True,False,
jcharles@diaz.com,bf030d23-e26e-47ec-a900-42f2cd88c3ee,Marcus,Armstrong,India,9/7/2020 12:00:00 AM,Website,Baseball,Gold,1670,Female,8/22/1985 12:00:00 AM,324,True,True,True,
boltoncorey@floyd-fitzgerald.com,88cb54fe-e30c-4400-b608-8f9e1c18db90,Melissa,Mosley,UK,9/20/2023 12:00:00 AM,Referral,Baseball,Silver,6504,Female,5/6/1950 12:00:00 AM,325,False,True,True,
ghoover@olson-wells.com,e6e99b3e-f9b0-4707-9f4d-dcd204fa1fc1,Jasmine,Jacobson,Canada,11/15/2020 12:00:00 AM,Referral,Basketball,Silver,8660,Non-Binary,10/22/1975 12:00:00 AM,326,False,False,False,
drew09@hotmail.com,48d3915c-e086-4c2d-a429-fafa99e2d7f0,Laurie,Flores,France,2/18/2025 12:00:00 AM,Website,Soccer,Silver,5213,Non-Binary,3/13/1974 12:00:00 AM,327,False,True,True,
jjenkins@gmail.com,6892014d-9a15-468d-a9d9-11e3a956b272,Howard,Smith,USA,12/26/2020 12:00:00 AM,Referral,Cycling,Bronze,6609,Non-Binary,2/14/1976 12:00:00 AM,328,False,True,False,
abbottsydney@taylor.com,22939cb5-355d-4440-ac02-7310451b4ea5,Richard,Morales,India,5/9/2024 12:00:00 AM,In-Store,Baseball,Gold,9001,Female,12/26/2000 12:00:00 AM,329,True,True,False,
jenniferhood@hotmail.com,fa402cff-ea59-471b-af94-2b919cd88c47,Bobby,Johnson,Brazil,11/23/2021 12:00:00 AM,Social Media,Golf,Silver,2960,Female,1/2/1990 12:00:00 AM,330,False,False,True,
stevensalec@tran-anderson.com,cb14f616-4019-4480-b262-708d5052c6b8,Tracey,Lester,Brazil,6/29/2021 12:00:00 AM,Mobile App,Soccer,Gold,7732,Male,1/30/1957 12:00:00 AM,331,True,False,False,
amberwilliamson@gmail.com,dd0c2d1d-dd6f-44fc-affb-5953aea2fd8c,Jenny,Martinez,Germany,10/21/2023 12:00:00 AM,In-Store,Running,Silver,9562,Non-Binary,11/15/1986 12:00:00 AM,332,True,False,True,
josephmaldonado@sheppard-long.biz,f3076b7f-5d0b-4e72-b516-ad6e12b50dd4,Scott,Mccoy,South Africa,12/14/2020 12:00:00 AM,Social Media,Soccer,Gold,1769,Non-Binary,10/7/1996 12:00:00 AM,333,False,True,False,
thomasjessica@yahoo.com,e1e7ec4e-f6c2-4529-882e-5fe135a18842,Randall,Carr,Canada,5/23/2023 12:00:00 AM,In-Store, ,Silver,8427,Female,2/6/1992 12:00:00 AM,334,False,False,True,
scottsteven@brock-johnson.com,147c7bc2-b226-45a0-9153-182b0a90e707,Matthew,Sanchez,Australia,5/11/2022 12:00:00 AM,Social Media,Basketball,Platinum,4715,Female,11/30/1952 12:00:00 AM,335,False,True,False,
kathy12@dixon-cox.info,2a3a65dd-cb20-404c-80bf-2b6d05dab44d,Laura,Thomas,Australia,6/22/2020 12:00:00 AM,Social Media,Baseball,Gold,9797,Female,5/24/1996 12:00:00 AM,336,True,False,True,
joel28@lara-johnson.com,0f58e3b1-a1b2-41c8-a379-55c1fb322ceb,Megan,Green,France,2/3/2024 12:00:00 AM,Mobile App,Cycling,Bronze,8184,Non-Binary,9/25/1986 12:00:00 AM,337,False,True,True,
zcampbell@gmail.com,b2e985b3-0b4e-4fc7-bc62-693e54328ed7,John,Ramirez,UK,12/22/2022 12:00:00 AM,In-Store,Running,Bronze,677,Non-Binary,1/14/1999 12:00:00 AM,338,False,True,True,
williammontoya@hotmail.com,49818b6c-3e4c-425a-a55f-a162ddf7c71e,Lisa,Jordan,India,7/14/2023 12:00:00 AM,In-Store,Tennis,Silver,8748,Female,9/26/1955 12:00:00 AM,339,True,True,True,
mwalters@hotmail.com,0d9e29f5-873f-4a3e-8fb6-e0b05bd7e982,Samantha,Murphy,UK,11/30/2021 12:00:00 AM,Website,Cycling,Silver,2724,Male,4/29/1976 12:00:00 AM,340,False,True,False,
eric01@hotmail.com,4747c0b4-3897-4e30-974f-e0835d71637b,Brian,Gomez,Australia,2/11/2021 12:00:00 AM,Referral,Baseball,Bronze,3529,Female,5/1/1987 12:00:00 AM,341,False,False,True,
smitchell@freeman.com,1d35c395-0973-4cdf-b392-6f3785d58c87,Kayla,Rodriguez,Japan,3/9/2022 12:00:00 AM,Website,Golf,Gold,7333,Non-Binary,9/17/1967 12:00:00 AM,342,False,True,True,
ricardopotts@yahoo.com,27630865-57c5-4a33-8326-6640eb2f6ac8,Kaylee,Coffey,USA,3/14/2025 12:00:00 AM,Mobile App,Golf,Platinum,2916,Non-Binary,7/17/1946 12:00:00 AM,343,True,False,True,
vellis@castillo.com,f300acf4-71e8-4a9f-aa8f-409b88dacc00,Amy,Richards,Germany,1/6/2022 12:00:00 AM,In-Store,Baseball,Platinum,8023,Male,4/13/1975 12:00:00 AM,344,False,False,True,
phillip80@smith.org,9a68f889-b296-46f9-b0e9-11a633a18e4a,Casey,Anderson,Japan,5/25/2020 12:00:00 AM,Website,Running,Silver,8103,Non-Binary,4/3/1980 12:00:00 AM,345,False,True,True,
wongmatthew@torres-ramirez.com,9b7cedac-3227-451c-916e-12b20eee71dc,Hannah,Martinez,Canada,6/8/2023 12:00:00 AM,Social Media,Cricket,Gold,7965,Non-Binary,2/8/2004 12:00:00 AM,346,True,True,False,
robert80@hotmail.com,7118cca8-77b3-4b5f-8f3c-38aec2a31012,Greg,Smith,India,7/22/2020 12:00:00 AM,Mobile App,Cycling,Gold,4700,Non-Binary,6/22/1948 12:00:00 AM,347,False,False,True,
twilliams@jackson.com,687d21ab-0378-430e-acf6-cb6ce7b97a11,Christopher,Turner,South Africa,8/20/2022 12:00:00 AM,Website,Soccer,Bronze,1077,Male,2/14/1988 12:00:00 AM,348,False,False,False,
robin80@graham.com,3bf2ec30-5ccb-464c-9fbb-1a6ea417811b,Steven,Scott,USA,7/14/2020 12:00:00 AM,Website,Golf,Silver,2277,Male,1/19/1967 12:00:00 AM,349,False,True,False,
mark15@yahoo.com,64ab952c-a723-4703-b6ce-d75e1007ccb6,Jacob,Washington,Australia,2/11/2024 12:00:00 AM,Mobile App,Basketball,Gold,5993,Non-Binary,8/9/1951 12:00:00 AM,350,True,True,False,
debra99@banks.net,1663d1e9-30e7-4000-98a6-37904a5c456a,Francisco,Hopkins,France,7/20/2024 12:00:00 AM,Website,Basketball,Silver,6933,Non-Binary,2/14/1971 12:00:00 AM,351,False,False,False,
roberttyler@king.com,43d3c415-60a7-41c8-89ea-e6134bee801d,Christine,Cook,UK,8/17/2024 12:00:00 AM,In-Store,Cycling,Bronze,6569,Female,4/1/1986 12:00:00 AM,352,False,True,False,
michaelmalone@roth.com,f5da5a85-c902-4224-bd3f-4c288ec9a2d6,Jennifer,Mcdonald,Australia,8/27/2020 12:00:00 AM,Social Media,Soccer,Platinum,2174,Male,11/27/1993 12:00:00 AM,353,True,True,True,
jdeleon@hotmail.com,368893d8-1271-4188-836d-9352255f1332,Dawn,Stevenson,South Africa,5/14/2022 12:00:00 AM,Mobile App,Soccer,Platinum,8444,Non-Binary,3/27/1965 12:00:00 AM,354,True,True,False,
rmills@yahoo.com,b082a5fb-b7c4-4009-82b3-ab4b6f8c01bb,Susan,Cobb,UK,2/20/2024 12:00:00 AM,Referral,Cricket,Platinum,440,Non-Binary,10/6/1977 12:00:00 AM,355,True,True,False,
georgemejia@franklin.com,82cf203a-7034-4e80-a83f-b6db35afb6d1,Sharon,Romero,South Africa,7/17/2021 12:00:00 AM,Referral,Cricket,Gold,9247,Male,9/26/1958 12:00:00 AM,356,False,True,True,
rosevickie@greer.com,a97334d9-3d2f-48da-b9dd-1a99f0b01103,Monica,Martin,Canada,2/5/2023 12:00:00 AM,Social Media,Cricket,Platinum,3356,Male,5/27/1963 12:00:00 AM,357,True,True,False,
richardhall@sanchez-hanson.com,40925fb7-005c-40ee-8bfe-26390d6ccbf6,Tyler,Murphy,Canada,8/29/2023 12:00:00 AM,In-Store,Golf,Bronze,8506,Male,1/31/1993 12:00:00 AM,358,True,False,False,
crystalturner@smith.com,a22c64d6-cac6-45d8-bf41-5a289e1c3595,James,Wilson,South Africa,4/21/2024 12:00:00 AM,Social Media,Running,Bronze,7162,Female,7/28/1985 12:00:00 AM,359,False,True,True,
xthomas@gmail.com,e93c0a9f-e87b-4d0d-a382-f701ca2bbe7e,Robert,Lloyd,Australia,2/5/2023 12:00:00 AM,Social Media,Running,Silver,65,Non-Binary,5/6/1997 12:00:00 AM,360,True,True,False,
